Neighborhood,Municipality,Year,Age,Gender,StrugglingMakeEnds,ReceivesSupportFromOthers,VolunteerWork,Caregiver,FragileHealthSocialDomain,HighRiskAnxietyDisorderOrDepression,LowResilience,ModerateControlOverMyOwnLife,VeryMuchStressLast4Weeks,SuicideThoughtsLast12Months,GoodExperiencedHealth,MovementImpairment,HearingImpairment,WeeklyExercising,Lonely_25,SeverelyLonely_26,EmotionallyLonely_27,SociallyLonely_28
Kop van Zuid,Rotterdam,2022,45-54,Female,20.0,14.6,28.9,25.9,18.4,13.7,17.2,61.9,24.5,3.4,65.9,17.7,10.5,48.5,62.0,14.2,35.5,35.9
Kop van Zuid,Rotterdam,2018,55-64,Male,18.1,11.1,31.4,21.9,20.3,10.3,14.9,61.0,21.5,3.1,63.8,20.9,14.5,49.7,62.0,13.4,30.8,37.2
Kop van Zuid,Rotterdam,2018,55-64,Female,19.6,13.5,28.5,24.1,21.1,12.1,15.2,60.0,23.4,3.4,62.7,22.3,14.0,46.6,62.0,11.4,32.6,39.0
Kop van Zuid,Rotterdam,2019,55-64,Male,18.3,11.0,31.8,21.8,19.5,10.3,14.6,61.0,22.0,2.3,63.9,20.6,14.3,49.4,62.0,13.8,30.7,38.4
Kop van Zuid,Rotterdam,2019,55-64,Female,19.5,13.6,28.6,23.9,20.9,12.1,15.2,60.1,23.8,2.9,62.3,22.5,13.1,46.0,62.0,14.8,34.1,37.4
Kop van Zuid,Rotterdam,2020,55-64,Male,18.2,11.0,31.5,22.1,20.4,10.9,15.0,61.1,22.0,2.5,63.4,20.9,13.8,49.5,61.4,17.0,32.1,38.3
Kop van Zuid,Rotterdam,2020,55-64,Female,20.2,14.1,29.1,23.8,21.1,12.0,15.7,59.7,23.1,2.9,62.6,22.6,13.7,46.9,62.0,12.6,32.7,36.5
Kop van Zuid,Rotterdam,2021,55-64,Male,18.5,11.2,31.6,22.2,19.7,10.9,14.7,60.6,21.2,2.6,63.6,21.0,14.4,49.3,61.5,16.2,30.9,37.7
Kop van Zuid,Rotterdam,2021,55-64,Female,19.6,13.5,29.0,24.4,20.7,12.1,15.7,59.3,23.6,2.8,62.8,22.7,13.6,46.7,62.0,12.8,35.4,38.8
Kop van Zuid,Rotterdam,2022,55-64,Male,18.6,11.7,32.0,22.0,19.8,10.3,15.0,60.6,21.6,3.0,63.5,21.0,14.3,48.8,62.0,12.0,32.2,36.1
Kop van Zuid,Rotterdam,2022,55-64,Female,19.7,14.0,28.5,24.2,21.0,12.3,16.0,60.2,23.7,3.3,63.2,22.4,13.9,46.7,62.0,13.1,35.1,38.1
Wilhelminapier,Rotterdam,2018,18-24,Male,23.5,16.1,24.1,12.7,15.1,16.8,20.3,58.2,29.5,5.2,72.3,8.1,5.5,54.7,62.0,17.4,40.4,38.4
Wilhelminapier,Rotterdam,2018,18-24,Female,24.2,18.3,21.0,15.4,16.4,19.0,21.8,57.4,31.1,5.2,71.5,9.1,4.7,51.4,62.0,16.8,43.9,39.3
Wilhelminapier,Rotterdam,2019,18-24,Male,23.6,16.3,23.8,12.8,15.6,16.7,20.4,58.7,29.0,4.9,72.7,8.5,5.3,54.7,62.0,15.4,40.4,41.0
Wilhelminapier,Rotterdam,2019,18-24,Female,24.3,18.2,21.8,15.4,16.2,19.5,21.3,57.1,30.7,5.2,71.3,9.9,5.3,51.4,62.0,11.8,41.5,38.7
Wilhelminapier,Rotterdam,2020,18-24,Male,23.1,15.7,23.8,12.1,15.3,16.7,21.2,58.6,29.5,5.2,72.7,7.9,5.7,55.3,62.0,15.0,41.4,39.3
Wilhelminapier,Rotterdam,2020,18-24,Female,24.2,18.5,21.8,14.9,16.4,19.9,21.6,57.7,30.8,5.6,71.1,9.3,5.3,51.2,62.0,13.4,44.9,40.5
Wilhelminapier,Rotterdam,2021,18-24,Male,23.2,15.9,23.9,12.1,15.3,17.1,21.0,58.9,29.3,4.7,72.2,8.0,5.1,54.5,62.0,13.5,41.2,39.1
Wilhelminapier,Rotterdam,2021,18-24,Female,24.4,18.2,21.9,15.0,16.6,19.9,21.7,57.2,31.0,5.7,70.9,9.8,4.7,51.6,62.0,15.2,43.5,41.2
Wilhelminapier,Rotterdam,2022,18-24,Male,23.3,15.5,23.5,12.1,15.8,16.9,20.9,59.2,29.1,5.0,72.7,8.2,5.8,54.6,62.0,11.4,41.6,40.7
Wilhelminapier,Rotterdam,2022,18-24,Female,23.9,18.2,21.3,15.0,16.1,19.2,22.1,57.8,31.3,5.0,71.1,9.5,4.7,51.2,62.0,12.7,43.6,40.8
Wilhelminapier,Rotterdam,2018,25-34,Male,23.0,14.3,25.7,16.4,14.9,15.4,19.6,60.9,28.4,3.7,70.7,9.2,5.4,53.2,62.0,13.4,38.6,40.5
Wilhelminapier,Rotterdam,2018,25-34,Female,23.5,18.0,24.1,18.2,15.6,18.3,19.8,60.1,30.1,3.9,69.4,11.4,5.1,49.6,62.0,15.4,40.1,39.3
Wilhelminapier,Rotterdam,2019,25-34,Male,22.3,13.5,25.8,16.0,14.9,15.7,19.0,61.6,28.7,3.7,70.8,9.4,6.2,53.1,61.9,14.1,37.8,40.3
Wilhelminapier,Rotterdam,2019,25-34,Female,23.2,17.9,23.2,18.7,15.8,17.7,19.7,60.1,30.0,3.7,69.4,11.8,5.3,49.5,62.0,15.4,41.6,38.7
Wilhelminapier,Rotterdam,2020,25-34,Male,22.5,13.8,25.8,16.3,15.0,16.0,18.9,60.7,28.4,3.1,70.2,9.4,5.7,52.8,62.0,16.1,40.1,39.4
Wilhelminapier,Rotterdam,2020,25-34,Female,23.4,17.3,23.6,18.5,16.2,18.1,20.2,60.7,30.3,3.4,69.2,11.1,5.8,50.1,62.0,17.7,42.3,38.9
Wilhelminapier,Rotterdam,2021,25-34,Male,22.4,13.8,25.4,15.6,15.6,16.2,19.1,61.3,28.8,3.1,70.5,9.2,5.5,52.6,62.0,11.4,40.4,38.8
Wilhelminapier,Rotterdam,2021,25-34,Female,23.8,17.1,23.4,18.6,16.4,18.4,20.0,60.9,30.5,4.1,69.0,11.7,5.4,50.3,62.0,11.6,41.7,38.9
Wilhelminapier,Rotterdam,2022,25-34,Male,22.9,13.6,25.3,16.0,15.6,15.4,19.1,60.8,28.7,3.4,70.1,9.8,6.1,53.2,62.0,15.9,37.8,41.1
Wilhelminapier,Rotterdam,2022,25-34,Female,22.9,17.2,23.6,18.3,16.0,18.1,19.9,60.9,30.4,4.3,69.1,11.0,5.1,49.9,62.0,15.3,40.4,40.4
Wilhelminapier,Rotterdam,2018,35-44,Male,21.7,13.3,29.4,20.6,16.4,14.4,18.2,61.6,26.7,3.2,67.9,12.8,7.9,51.6,59.4,13.0,34.2,34.4
Wilhelminapier,Rotterdam,2018,35-44,Female,21.6,15.4,26.8,23.0,17.1,16.8,19.5,61.5,29.1,3.8,67.4,14.3,7.8,48.9,62.0,11.4,39.6,37.5
Wilhelminapier,Rotterdam,2019,35-44,Male,21.3,12.9,28.8,20.4,16.4,14.8,18.7,61.9,26.9,2.9,67.9,12.7,8.4,51.6,61.4,12.5,36.8,38.5
Wilhelminapier,Rotterdam,2019,35-44,Female,22.1,15.7,26.5,23.7,17.2,17.1,19.1,61.6,28.8,3.1,67.1,14.7,7.6,48.3,62.0,11.3,40.0,36.9
Wilhelminapier,Rotterdam,2020,35-44,Male,21.5,12.9,28.6,19.9,17.0,14.8,18.9,61.8,27.4,3.3,67.4,12.5,8.2,51.0,58.9,11.2,37.5,35.9
Wilhelminapier,Rotterdam,2020,35-44,Female,21.8,15.1,25.8,23.2,17.1,16.6,19.2,60.6,28.7,3.6,67.3,14.4,6.9,48.8,62.0,11.9,39.0,39.6
Wilhelminapier,Rotterdam,2021,35-44,Male,21.2,13.4,28.9,20.2,17.1,14.9,18.0,62.2,27.1,2.6,68.3,13.4,7.9,51.7,60.3,16.2,35.7,37.1
Wilhelminapier,Rotterdam,2021,35-44,Female,21.8,15.3,26.4,23.2,17.7,16.6,19.8,60.8,28.4,3.8,67.5,14.8,7.3,48.7,62.0,15.2,38.9,38.4
Wilhelminapier,Rotterdam,2022,35-44,Male,21.3,13.5,29.4,20.4,16.2,14.9,18.7,62.1,26.7,3.4,68.2,12.8,8.5,51.8,60.9,15.2,37.6,37.2
Wilhelminapier,Rotterdam,2022,35-44,Female,21.7,15.9,26.1,23.6,17.5,17.1,19.6,60.7,29.3,3.7,67.0,14.1,7.2,48.7,62.0,11.9,40.4,39.3
Wilhelminapier,Rotterdam,2018,45-54,Male,21.3,12.7,29.9,22.6,18.9,13.3,16.3,60.8,25.4,2.8,65.1,17.8,11.9,49.8,59.6,11.8,32.9,36.4
Wilhelminapier,Rotterdam,2018,45-54,Female,21.8,15.6,26.7,25.5,19.9,14.8,17.7,60.4,26.3,2.6,63.5,18.9,12.4,47.4,62.0,13.0,36.5,38.9
Wilhelminapier,Rotterdam,2019,45-54,Male,20.4,13.6,30.4,23.5,19.0,13.5,17.0,60.8,25.6,2.6,64.7,17.4,12.3,49.7,61.5,11.5,36.6,37.4
Wilhelminapier,Rotterdam,2019,45-54,Female,22.1,15.9,27.6,26.1,19.7,15.7,17.6,60.9,26.1,3.2,63.8,18.5,12.1,47.3,62.0,17.1,39.2,35.8
Wilhelminapier,Rotterdam,2020,45-54,Male,20.6,13.4,29.8,22.6,19.1,13.1,17.1,61.3,25.6,2.7,64.8,17.2,12.4,50.2,61.2,14.7,35.1,37.2
Wilhelminapier,Rotterdam,2020,45-54,Female,22.3,15.2,27.3,25.8,20.4,15.2,17.7,60.8,26.2,3.2,63.4,19.4,12.6,46.5,62.0,13.9,36.6,38.6
Wilhelminapier,Rotterdam,2021,45-54,Male,21.2,13.5,30.1,23.4,19.1,12.7,16.7,61.2,25.1,2.3,65.4,17.7,12.1,49.6,62.0,14.8,35.7,36.6
Wilhelminapier,Rotterdam,2021,45-54,Female,22.2,16.1,27.0,26.0,20.0,15.5,17.6,60.2,26.9,3.3,63.4,19.1,11.8,46.6,62.0,16.5,38.3,37.7
Wilhelminapier,Rotterdam,2022,45-54,Male,20.8,13.6,30.4,23.6,19.1,13.0,17.2,61.1,25.6,2.1,65.4,17.4,12.1,50.1,62.0,15.8,35.7,36.8
Wilhelminapier,Rotterdam,2022,45-54,Female,22.3,15.4,27.3,25.7,19.8,15.6,17.4,60.5,26.9,3.0,63.8,18.7,11.9,47.3,62.0,14.2,36.6,38.6
Wilhelminapier,Rotterdam,2018,55-64,Male,20.9,12.8,30.1,22.3,22.0,12.3,16.7,60.2,23.5,2.1,61.7,23.4,15.1,47.7,62.0,13.9,35.8,36.1
Wilhelminapier,Rotterdam,2018,55-64,Female,21.1,16.2,28.5,24.9,22.7,14.1,17.8,58.9,25.3,2.7,61.5,24.7,14.5,44.7,62.0,15.5,37.9,37.4
Wilhelminapier,Rotterdam,2019,55-64,Male,20.8,13.2,30.9,22.2,21.3,12.5,16.6,60.1,23.0,2.4,62.1,23.4,15.3,47.4,62.0,14.0,36.1,35.1
Wilhelminapier,Rotterdam,2019,55-64,Female,22.0,16.4,28.4,25.4,22.7,15.0,17.9,58.9,25.1,3.2,60.7,24.5,14.9,44.5,62.0,12.7,38.4,35.4
Wilhelminapier,Rotterdam,2020,55-64,Male,20.6,12.5,30.6,21.7,21.7,12.7,15.9,60.1,23.5,2.8,62.2,23.1,15.7,48.1,62.0,14.6,35.7,36.1
Wilhelminapier,Rotterdam,2020,55-64,Female,21.9,16.5,28.5,24.9,23.3,14.2,17.3,58.5,25.1,2.8,61.5,24.4,14.6,44.2,62.0,14.7,36.9,34.8
Wilhelminapier,Rotterdam,2021,55-64,Male,21.1,12.6,30.7,22.4,21.6,12.9,16.3,59.6,23.3,2.2,61.9,23.2,15.9,47.6,62.0,13.4,36.3,35.7
Wilhelminapier,Rotterdam,2021,55-64,Female,21.4,16.3,28.4,24.8,23.3,14.7,17.3,59.1,25.2,3.2,60.9,24.4,14.7,44.5,62.0,10.5,36.5,35.6
Wilhelminapier,Rotterdam,2022,55-64,Male,21.2,13.4,31.0,22.3,21.5,12.2,15.9,59.7,23.2,2.7,61.4,22.7,15.9,47.3,62.0,14.7,33.0,34.8
Wilhelminapier,Rotterdam,2022,55-64,Female,21.3,16.4,28.2,24.6,22.8,14.3,17.2,58.5,25.2,3.1,61.5,24.1,14.8,44.8,62.0,13.3,36.6,36.4
Noordereiland,Rotterdam,2018,18-24,Male,19.8,14.1,27.2,13.8,13.1,15.9,18.6,61.2,27.0,3.6,75.3,5.8,3.9,58.8,62.0,15.2,39.4,39.3
Noordereiland,Rotterdam,2018,18-24,Female,19.9,16.9,24.5,16.1,14.3,17.9,19.5,61.3,28.4,4.9,73.9,6.7,3.3,55.6,62.0,12.8,40.1,39.1
Noordereiland,Rotterdam,2019,18-24,Male,19.5,14.7,27.5,13.9,13.0,15.5,18.7,61.4,27.7,4.5,75.1,5.9,3.3,57.9,62.0,16.9,38.3,38.8
Noordereiland,Rotterdam,2019,18-24,Female,20.0,16.8,24.7,16.0,14.9,18.0,19.7,60.9,29.2,4.6,74.8,7.1,3.4,54.9,62.0,10.8,40.4,39.8
Noordereiland,Rotterdam,2020,18-24,Male,19.8,14.1,27.3,13.2,12.8,15.3,18.2,61.5,27.8,3.7,74.7,5.2,3.5,58.6,62.0,14.5,38.9,38.3
Noordereiland,Rotterdam,2020,18-24,Female,19.5,17.4,25.1,16.3,14.7,17.9,19.5,60.9,28.4,4.8,74.1,7.1,3.0,55.1,62.0,15.6,39.2,38.0
Noordereiland,Rotterdam,2021,18-24,Male,19.6,14.5,27.4,13.3,12.9,15.7,18.4,61.7,27.2,3.7,75.0,5.6,3.5,58.5,62.0,14.9,37.4,37.2
Noordereiland,Rotterdam,2021,18-24,Female,20.2,16.7,24.6,16.6,15.0,18.0,20.1,61.2,28.5,4.1,73.9,7.1,3.0,55.4,62.0,15.5,39.8,38.5
Noordereiland,Rotterdam,2022,18-24,Male,19.9,13.9,27.0,13.6,13.8,15.3,18.1,61.8,27.0,4.0,74.8,5.8,3.2,58.0,62.0,14.5,36.5,38.6
Noordereiland,Rotterdam,2022,18-24,Female,20.0,17.6,25.0,15.9,14.6,18.2,20.2,60.8,28.5,4.5,74.4,6.8,2.7,55.3,62.0,11.6,41.9,37.0
Noordereiland,Rotterdam,2018,25-34,Male,19.6,12.9,29.3,16.4,12.8,13.4,16.8,63.2,25.9,3.7,73.2,7.2,4.3,56.4,59.5,12.3,35.6,35.4
Noordereiland,Rotterdam,2018,25-34,Female,21.0,16.5,28.0,18.7,14.4,15.5,18.3,61.9,27.2,4.3,71.3,8.8,3.6,52.6,62.0,16.8,38.3,35.5
Noordereiland,Rotterdam,2019,25-34,Male,19.4,13.5,29.8,17.1,13.0,13.8,17.3,63.2,26.2,3.4,72.7,7.6,4.1,55.8,60.4,17.1,35.0,35.5
Noordereiland,Rotterdam,2019,25-34,Female,20.5,16.1,27.2,18.8,14.2,15.8,17.7,62.3,27.8,4.4,72.0,8.7,3.8,53.1,62.0,15.1,36.6,36.1
Noordereiland,Rotterdam,2020,25-34,Male,19.0,13.2,29.6,16.4,13.1,13.7,16.8,63.7,26.5,4.0,72.7,6.8,3.9,55.6,58.1,11.1,33.8,34.5
Noordereiland,Rotterdam,2020,25-34,Female,20.7,15.7,27.3,18.9,13.8,15.9,18.0,61.9,27.7,4.0,71.5,8.3,3.9,53.0,62.0,16.0,37.4,37.1
Noordereiland,Rotterdam,2021,25-34,Male,19.1,12.9,30.0,16.2,12.8,14.2,17.2,63.2,26.6,3.2,72.5,7.7,3.8,56.1,60.6,14.0,36.7,37.4
Noordereiland,Rotterdam,2021,25-34,Female,21.2,16.0,27.3,19.5,14.3,15.6,17.5,62.1,27.7,4.1,72.2,8.3,4.1,53.3,62.0,12.8,36.3,36.3
Noordereiland,Rotterdam,2022,25-34,Male,19.0,13.0,29.2,16.9,12.5,13.8,17.7,63.4,26.2,3.3,73.3,7.5,3.4,56.0,60.0,17.2,34.4,35.2
Noordereiland,Rotterdam,2022,25-34,Female,20.5,15.6,27.2,19.4,14.2,15.3,17.8,62.4,27.4,4.2,71.4,9.2,3.9,53.5,62.0,15.4,37.2,38.6
Noordereiland,Rotterdam,2018,35-44,Male,18.1,12.3,32.1,20.2,13.8,12.9,15.7,65.3,25.3,2.8,71.5,9.8,6.4,54.1,55.1,14.2,31.6,30.9
Noordereiland,Rotterdam,2018,35-44,Female,19.0,14.9,29.9,23.1,15.3,15.3,16.2,64.7,26.0,2.3,71.4,12.3,5.9,51.4,60.3,13.6,34.8,36.2
Noordereiland,Rotterdam,2019,35-44,Male,18.2,11.5,32.6,20.2,14.3,12.4,15.2,65.4,24.8,2.1,72.0,9.8,6.3,53.9,55.9,15.3,29.7,33.1
Noordereiland,Rotterdam,2019,35-44,Female,18.8,15.5,29.5,23.4,15.9,15.4,16.3,64.7,25.6,2.5,70.9,11.8,6.6,51.5,58.2,11.4,35.7,33.1
Noordereiland,Rotterdam,2020,35-44,Male,18.1,11.8,32.0,20.6,13.9,12.2,15.4,65.3,25.1,2.2,72.1,10.7,5.9,54.4,54.8,10.0,31.1,32.2
Noordereiland,Rotterdam,2020,35-44,Female,18.9,15.1,29.2,23.4,16.0,15.1,16.8,64.3,25.7,2.5,71.4,11.7,6.0,51.5,60.7,14.7,34.8,34.8
Noordereiland,Rotterdam,2021,35-44,Male,18.7,12.0,32.2,20.9,13.8,12.3,15.2,64.7,24.5,2.5,71.5,10.4,6.0,53.9,54.1,13.9,30.9,31.9
Noordereiland,Rotterdam,2021,35-44,Female,18.4,15.5,29.8,23.2,15.2,15.2,16.2,63.7,25.5,3.0,70.8,12.4,6.6,51.3,59.6,12.0,35.1,35.6
Noordereiland,Rotterdam,2022,35-44,Male,18.2,11.5,32.3,20.4,13.7,12.2,15.9,64.5,24.5,2.9,71.6,10.7,5.7,53.8,54.3,11.9,30.3,32.6
Noordereiland,Rotterdam,2022,35-44,Female,18.4,14.6,29.9,23.1,15.5,14.7,16.9,64.7,26.4,3.2,70.9,12.0,6.6,51.1,59.9,12.7,35.2,35.7
Noordereiland,Rotterdam,2018,45-54,Male,17.7,11.5,34.3,23.7,16.2,11.9,15.1,63.8,22.9,2.5,69.1,15.2,10.1,52.5,58.9,13.6,31.8,33.0
Noordereiland,Rotterdam,2018,45-54,Female,18.4,13.9,30.8,26.0,17.6,12.7,16.0,63.7,24.5,3.6,68.0,17.1,10.2,50.2,61.7,16.0,34.3,35.6
Noordereiland,Rotterdam,2019,45-54,Male,18.1,12.0,33.8,24.2,16.8,11.1,15.5,63.8,23.5,2.9,69.1,15.2,10.0,52.8,58.8,11.7,30.4,32.8
Noordereiland,Rotterdam,2019,45-54,Female,18.4,13.6,31.7,26.7,16.9,13.5,16.3,63.6,24.9,3.0,67.1,16.7,10.9,50.4,61.6,15.2,33.8,35.5
Noordereiland,Rotterdam,2020,45-54,Male,18.3,11.5,33.8,23.9,16.9,11.3,15.4,63.7,23.0,3.3,68.6,16.0,10.0,52.9,56.9,10.8,31.3,31.2
Noordereiland,Rotterdam,2020,45-54,Female,18.1,14.2,31.7,25.9,17.7,12.7,16.3,63.8,24.5,2.9,67.1,16.5,11.0,50.1,62.0,14.4,35.1,35.2
Noordereiland,Rotterdam,2021,45-54,Male,17.7,11.6,34.1,24.1,16.4,11.3,15.3,63.7,22.8,2.8,68.6,15.8,10.0,52.4,57.9,15.2,31.7,32.4
Noordereiland,Rotterdam,2021,45-54,Female,18.6,13.8,31.1,26.0,17.3,12.7,16.5,63.4,24.5,3.5,68.0,16.4,10.3,50.0,58.7,15.3,31.6,32.8
Noordereiland,Rotterdam,2022,45-54,Male,17.6,11.2,34.2,24.0,16.8,11.3,14.8,63.9,23.0,3.3,68.5,15.4,10.3,52.3,59.0,11.0,31.9,33.8
Noordereiland,Rotterdam,2022,45-54,Female,18.0,13.6,30.8,26.1,16.9,12.8,16.1,63.7,25.2,3.2,67.9,16.6,10.2,49.7,60.9,10.6,35.6,35.8
Noordereiland,Rotterdam,2018,55-64,Male,17.6,11.7,34.6,22.9,19.3,10.1,14.0,62.7,21.0,1.9,64.9,19.9,13.3,51.9,61.3,13.0,32.3,34.3
Noordereiland,Rotterdam,2018,55-64,Female,17.7,14.4,32.5,25.8,20.7,12.0,16.0,61.1,23.0,2.8,64.2,21.8,13.9,48.6,62.0,15.7,35.3,35.7
Noordereiland,Rotterdam,2019,55-64,Male,17.9,11.9,34.0,22.6,20.0,10.2,13.7,63.0,21.1,2.2,65.8,19.8,14.1,51.1,61.7,14.8,31.8,33.9
Noordereiland,Rotterdam,2019,55-64,Female,17.4,14.9,31.5,25.8,20.1,11.8,16.0,61.0,22.4,2.0,64.1,21.2,13.9,48.4,62.0,12.8,34.9,36.0
Noordereiland,Rotterdam,2020,55-64,Male,18.2,11.7,34.2,22.4,19.6,10.0,14.1,62.2,21.1,2.2,64.9,20.3,14.2,51.5,59.9,14.1,29.3,33.2
Noordereiland,Rotterdam,2020,55-64,Female,17.5,14.4,32.4,24.9,20.1,11.7,15.2,60.8,22.2,2.7,64.5,21.8,13.4,48.1,62.0,11.7,32.6,33.3
Noordereiland,Rotterdam,2021,55-64,Male,17.8,12.1,33.7,22.8,19.2,10.6,14.4,62.2,21.2,1.3,65.6,20.1,14.1,51.7,60.9,12.3,31.3,33.0
Noordereiland,Rotterdam,2021,55-64,Female,17.6,15.3,31.7,25.6,20.4,11.9,15.2,60.8,23.1,2.8,63.9,21.8,13.3,47.9,62.0,11.2,33.9,35.5
Noordereiland,Rotterdam,2022,55-64,Male,17.9,11.5,34.0,22.6,19.3,10.6,14.6,62.4,21.4,2.1,64.9,19.8,13.9,51.3,61.1,16.3,31.2,35.9
Noordereiland,Rotterdam,2022,55-64,Female,18.1,14.9,32.5,25.1,20.2,11.8,16.0,61.4,22.3,2.7,64.6,21.6,13.7,47.8,62.0,11.9,35.2,33.9
Bospolder,Rotterdam,2018,18-24,Male,22.9,15.9,23.1,12.1,16.3,17.0,20.1,57.0,29.2,4.1,71.9,7.5,5.1,54.5,62.0,13.6,40.4,39.9
Bospolder,Rotterdam,2018,18-24,Female,23.5,17.8,20.8,15.4,17.0,19.0,21.8,57.1,31.3,4.7,70.6,9.5,4.9,51.0,62.0,13.3,43.5,40.0
Bospolder,Rotterdam,2019,18-24,Male,23.6,16.3,23.1,12.2,15.9,17.7,20.8,57.8,29.4,4.2,71.7,8.1,5.6,54.3,62.0,13.8,41.8,41.6
Bospolder,Rotterdam,2019,18-24,Female,23.6,18.4,20.5,15.1,17.0,19.1,21.6,56.4,31.1,5.2,70.5,9.5,5.3,51.0,62.0,17.2,42.1,40.5
Bospolder,Rotterdam,2020,18-24,Male,23.1,15.5,22.5,12.6,16.1,17.1,20.3,57.1,29.4,4.4,71.7,8.2,5.6,54.3,62.0,17.7,40.1,40.7
Bospolder,Rotterdam,2020,18-24,Female,24.0,18.3,21.1,14.7,16.9,19.2,21.6,56.3,31.4,4.6,70.1,9.0,4.4,51.4,62.0,15.3,43.7,41.1
Bospolder,Rotterdam,2021,18-24,Male,23.1,15.4,23.1,12.1,15.9,17.1,20.3,56.9,29.0,4.4,71.6,7.3,5.5,54.8,62.0,16.2,39.4,39.2
Bospolder,Rotterdam,2021,18-24,Female,24.2,18.4,20.9,15.6,16.6,19.0,21.9,56.4,31.4,5.1,70.8,9.4,4.8,50.8,62.0,17.4,43.8,41.9
Bospolder,Rotterdam,2022,18-24,Male,23.2,15.9,23.2,12.3,15.8,17.2,20.3,57.7,29.6,4.2,71.9,8.0,5.4,54.8,62.0,15.2,40.2,39.6
Bospolder,Rotterdam,2022,18-24,Female,24.3,18.0,21.0,14.9,17.1,18.9,21.8,56.3,30.5,4.3,70.8,9.1,4.5,51.0,62.0,15.9,44.2,41.8
Bospolder,Rotterdam,2018,25-34,Male,22.9,14.3,24.6,15.5,15.6,15.9,19.3,59.3,28.3,4.1,68.6,10.1,6.6,52.1,62.0,13.8,40.0,40.1
Bospolder,Rotterdam,2018,25-34,Female,22.3,17.5,21.7,17.8,16.6,18.8,20.1,58.2,30.3,4.2,67.2,11.6,5.7,48.5,62.0,12.4,42.0,42.0
Bospolder,Rotterdam,2019,25-34,Male,22.8,14.7,24.8,14.7,15.2,16.5,19.0,59.5,29.1,3.4,68.6,10.4,6.2,52.2,62.0,13.9,38.7,40.7
Bospolder,Rotterdam,2019,25-34,Female,22.3,16.9,21.8,18.0,16.3,18.6,19.9,58.4,30.0,4.6,67.7,11.8,6.5,49.0,62.0,12.3,42.7,41.5
Bospolder,Rotterdam,2020,25-34,Male,22.5,14.2,24.9,15.4,15.5,16.1,19.1,59.7,28.5,4.2,69.1,10.2,6.3,52.1,62.0,14.3,38.2,38.9
Bospolder,Rotterdam,2020,25-34,Female,21.8,17.6,21.7,17.3,16.6,18.3,20.2,58.2,30.6,4.6,67.6,11.5,6.1,48.5,62.0,12.2,40.6,41.7
Bospolder,Rotterdam,2021,25-34,Male,22.5,14.6,24.3,14.7,15.6,16.1,19.7,59.9,29.2,3.2,69.2,9.9,6.2,51.9,62.0,13.3,40.5,39.4
Bospolder,Rotterdam,2021,25-34,Female,22.1,17.1,22.2,17.1,16.5,18.1,20.1,58.5,30.5,4.1,67.3,11.9,5.6,48.6,62.0,12.4,40.0,41.2
Bospolder,Rotterdam,2022,25-34,Male,22.2,14.5,24.8,14.8,15.0,16.3,19.2,59.8,28.9,3.5,68.9,10.3,6.2,52.2,62.0,16.2,38.6,40.3
Bospolder,Rotterdam,2022,25-34,Female,21.8,17.2,22.4,18.1,16.9,18.0,20.3,58.9,30.0,3.9,68.0,11.5,6.0,48.7,62.0,15.2,42.1,40.9
Bospolder,Rotterdam,2018,35-44,Male,22.2,13.9,28.0,19.7,17.0,14.0,17.6,61.1,26.8,3.7,67.6,12.6,7.2,50.6,58.9,13.9,34.5,35.5
Bospolder,Rotterdam,2018,35-44,Female,21.9,17.4,25.0,21.6,17.1,15.9,18.6,59.8,27.8,3.5,66.2,14.5,7.0,47.1,61.3,15.6,37.2,36.8
Bospolder,Rotterdam,2019,35-44,Male,21.9,14.0,28.0,20.0,16.5,14.3,17.9,60.8,27.2,3.0,67.4,13.2,8.0,50.0,59.7,13.9,36.1,37.3
Bospolder,Rotterdam,2019,35-44,Female,21.5,17.3,24.9,21.8,17.6,16.1,18.7,60.7,27.8,3.4,65.8,13.9,6.8,47.0,62.0,14.4,38.0,37.0
Bospolder,Rotterdam,2020,35-44,Male,22.3,13.8,28.4,20.2,16.4,14.7,18.3,60.5,26.7,3.7,67.2,13.3,7.2,50.5,59.4,12.6,35.6,35.8
Bospolder,Rotterdam,2020,35-44,Female,21.7,17.6,24.9,21.9,17.6,16.8,19.4,60.4,27.9,3.5,66.2,14.2,7.4,47.0,62.0,14.7,40.0,37.1
Bospolder,Rotterdam,2021,35-44,Male,22.1,13.6,28.2,19.6,16.0,14.0,18.1,61.1,27.3,3.0,66.8,12.4,7.3,50.6,61.0,13.3,34.9,38.3
Bospolder,Rotterdam,2021,35-44,Female,21.5,17.4,25.5,21.4,17.4,16.8,19.1,60.5,27.9,3.4,65.6,14.5,6.7,46.8,62.0,12.0,39.2,38.0
Bospolder,Rotterdam,2022,35-44,Male,22.2,13.7,27.8,19.6,16.0,13.9,17.9,61.3,26.7,3.5,67.2,12.6,7.8,50.7,59.8,10.7,35.8,37.9
Bospolder,Rotterdam,2022,35-44,Female,21.8,17.1,24.8,21.4,17.4,16.6,18.8,60.4,27.6,4.2,65.9,14.8,7.4,47.0,62.0,10.9,38.4,38.5
Bospolder,Rotterdam,2018,45-54,Male,21.0,12.4,29.3,21.8,18.6,13.2,17.3,60.3,24.8,2.4,63.9,17.6,12.1,49.2,60.8,12.5,34.3,36.0
